,ale_score,abe_score,u_score,seq_score,u_average,a_average,g_average,c_average,BSP,BSlen,sRNA_MFE,mRNA_MFE,FA,After_BSP_sRNA_Ale,After_BSP_sRNA_Abe,Before_BSP_sRNA_Ale,Before_BSP_sRNA_Abe,After_BSP_sRNA_len,Before_BSP_sRNA_len,HE,is_upreg
246,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,79,9,0.0,0.0,65.62132654,inf,0.017857142857142856,0.4551083591331269,0.07875,35.0,20.0,-16.8,0
247,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,-19,19,0.0,0.0,227.7463936,-0.1723424149351255,-0.28095238095238095,0.0,0.0,42.0,5.0,-11.62,0
248,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,49,18,0.0,-0.8000000119,206.2811431,-0.1723424149351255,-0.2622222222222222,0.0,0.0,45.0,1.0,-20.01,0
249,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,447,9,0.0,0.0,65.32324504,0.3089569160997732,0.10476190476190476,inf,0.019457013574660634,21.0,34.0,-14.24,0
250,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,272,8,0.0,0.0,54.97718791,0.3089569160997732,0.11000000000000001,inf,0.021230158730158728,20.0,36.0,-13.58,0
251,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,316,11,0.0,0.0,90.37518131,0.3089569160997732,0.12222222222222223,inf,0.022448979591836733,18.0,35.0,-17.83,0
252,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,-106,11,0.0,0.0,90.5690533,0.3089569160997732,0.11578947368421054,inf,0.019457013574660634,19.0,34.0,-12.39,0
253,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,-30,8,0.0,0.0,54.95432034,-0.20266712488944824,-0.22745098039215686,0.0,0.0,51.0,5.0,-11.74,0
254,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,1939,9,0.0,0.0,65.80377298,0.2959460206846966,0.11727272727272728,inf,0.02377622377622378,22.0,33.0,-13.23,0
255,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,-140,18,0.0,-0.6999999881,206.8095752,-0.19648084992912576,-0.26,0.0,0.0,40.0,7.0,-20.4,0
256,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,-24,9,0.0,0.0,65.98207688,0.3089569160997732,0.11578947368421054,inf,0.021230158730158728,19.0,36.0,-11.4,0
257,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,338,7,0.0,0.0,44.96955919,0.3089569160997732,0.10476190476190476,inf,0.021230158730158728,21.0,36.0,-9.7,0
258,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,846,7,0.0,0.0,44.99575246,0.3089569160997732,0.10476190476190476,inf,0.021230158730158728,21.0,36.0,-14.71,0
259,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,-125,10,0.0,0.0,76.91465638,0.3089569160997732,0.10476190476190476,inf,0.019457013574660634,21.0,34.0,-12.61,0
260,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,187,14,0.0,0.0,132.6304126,0.3089569160997732,0.11578947368421054,inf,0.02377622377622378,19.0,33.0,-17.0,0
261,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,511,8,0.0,0.0,54.8037795,0.3089569160997732,0.11578947368421054,inf,0.03191763191763192,19.0,37.0,-13.65,0
262,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,37,12,0.0,0.0,101.8018825,-0.20266712488944824,-0.22745098039215686,0.0,0.0,51.0,2.0,-11.74,0
263,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,271,12,0.0,-1.100000024,102.2229057,0.3089569160997732,0.12222222222222223,inf,0.019457013574660634,18.0,34.0,-12.64,0
264,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,163,16,0.0,0.0,169.1724863,0.3089569160997732,0.12222222222222223,inf,0.022448979591836733,18.0,35.0,-13.39,1
265,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,672,8,0.0,0.0,54.86316713,0.3089569160997732,0.10476190476190476,inf,0.022448979591836733,21.0,35.0,-17.17,1
266,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,-73,13,0.0,-1.600000024,116.3715516,-0.14921473151523185,-0.3735812133072407,0.0,0.0,73.0,1.0,-17.56,0
267,-0.1845552319,-0.2427142857,2.352,0.01835714286,0.2976190476,0.3333333333,0.1785714286,0.1904761905,1054,5,0.0,0.0,27.98632011,-0.3141520727462211,-0.143614219881501,0.0,0.0,62.0,16.0,-8.21,0
268,-0.1910146477,-0.3215067751,4.956716418,0.004241192412,0.1815718157,0.3035230352,0.3333333333,0.1815718157,157,18,0.0,-5.300000191,205.9899305,-0.10294117647058823,-0.43714285714285717,-0.22619412245917925,-0.2919555555555556,35.0,315.0,-3.08,0
269,-0.1690483459,-0.3395284553,4.710638298,4.06504065e-06,0.1910569106,0.325203252,0.3130081301,0.1707317073,30,15,-2.0,-3.700000048,148.8260388,-0.16580801027895054,-0.34027860696517415,-0.25,-0.13333333333333333,201.0,30.0,-12.69,0
270,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,349,6,0.0,0.0,35.73954633,-0.14488597821931157,-0.32051282051282054,0.36274509803921573,0.04404761904761905,52.0,28.0,-9.24,0
271,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,1116,22,-0.200000003,-3.599999905,293.2257928,-0.11994211610174207,-0.33170731707317075,0.0,0.0,41.0,24.0,-21.2,0
272,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,54,12,-1.0,0.0,104.0591264,-0.11994211610174207,-0.3578947368421053,inf,0.03888888888888889,38.0,36.0,-16.99,0
273,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,-110,22,-0.200000003,-3.599999905,293.2257928,-0.11994211610174207,-0.33170731707317075,0.0,0.0,41.0,24.0,-21.2,0
274,-0.2083043262,-0.2444444444,0.5578947368,0.01941509434,0.358490566,0.09433962264,0.2641509434,0.2830188679,216,12,0.0,0.0,103.7014292,-0.20201478072811874,-0.328125,0.0,0.0,40.0,1.0,-11.54,1
275,-0.1587663521,-0.3111648352,1.93030303,0.04249450549,0.3626373626,0.2197802198,0.1868131868,0.2307692308,298,15,0.0,0.0,152.399473,-0.1455795477294601,-0.3425939572586588,0.0,0.0,59.0,16.0,-21.5,0
276,-0.1587663521,-0.3111648352,1.93030303,0.04249450549,0.3626373626,0.2197802198,0.1868131868,0.2307692308,5,24,-4.599999905,-1.799999952,347.3558873,-0.10740660556638042,-0.5204301075268817,-0.4595173570783327,-0.13214285714285715,31.0,35.0,-19.02,0
277,-0.1587663521,-0.3111648352,1.93030303,0.04249450549,0.3626373626,0.2197802198,0.1868131868,0.2307692308,-66,13,-1.399999976,-2.099999905,116.3140094,-0.10403209356088937,-0.462037037037037,-0.5415653850374079,-0.10894308943089431,36.0,41.0,-16.07,0
278,-0.1587663521,-0.3111648352,1.93030303,0.04249450549,0.3626373626,0.2197802198,0.1868131868,0.2307692308,772,7,0.0,0.0,44.97007005,-0.14896284964907833,-0.3802083333333333,-0.4595173570783327,-0.13214285714285715,48.0,35.0,-10.82,0
279,-0.1587663521,-0.3111648352,1.93030303,0.04249450549,0.3626373626,0.2197802198,0.1868131868,0.2307692308,-129,15,0.0,0.0,152.399473,-0.1455795477294601,-0.3425939572586588,0.0,0.0,59.0,16.0,-21.5,0
280,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,1113,7,0.0,0.0,44.96607607,-0.15001305546902177,-0.3491880341880342,0.0,0.0,78.0,2.0,-8.59,0
281,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,20,13,0.0,-0.8000000119,117.4844558,-0.1493676357153682,-0.37002895752895754,1.0,1.0,74.0,0.0,-15.43,0
282,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,-28,20,-0.6999999881,0.0,250.839609,-0.14965093152112638,-0.3150769230769231,1.0,1.0,65.0,0.0,-19.65,0
283,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,1006,7,0.0,0.0,44.99646557,-0.14922955315191416,-0.3606203007518797,0.0,0.0,76.0,4.0,-6.5,0
284,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,795,8,0.0,0.0,54.38959868,-0.1526475641270951,-0.29563492063492064,-0.8197040087283991,-0.03935483870967742,42.0,31.0,-15.54,0
285,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,20,13,0.0,-0.8000000119,117.4844558,-0.20939095751090492,-0.2893002028397566,1.0,1.0,68.0,0.0,-15.43,0
286,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,620,5,0.0,0.0,27.99947894,-0.19751034656583208,-0.2717647058823529,0.29411764705882354,0.053125,60.0,16.0,-6.83,0
287,-0.1789252124,-0.2714320988,1.829032258,0.06277777778,0.3827160494,0.1358024691,0.2222222222,0.2592592593,842,16,0.0,0.0,168.9337613,-0.14240733981348452,-0.3608080808080808,0.0,0.0,55.0,5.0,-15.8,1
288,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,2,11,0.0,-0.5,89.28695653,-0.06329113924050632,-0.42702702702702705,-0.981111848543747,-0.09734848484848485,37.0,33.0,-12.68,0
289,-0.1791774256,-0.2994731707,2.102564103,0.01724878049,0.3804878049,0.1902439024,0.2341463415,0.1951219512,950,22,0.0,-1.700000048,295.4380823,-0.17108180356738048,-0.28469156762874925,-0.25402891260301697,-0.29973529411764704,114.0,68.0,-21.07,1
290,-0.200204908,-0.2719818182,0.7857142857,0.01782727273,0.2545454545,0.2545454545,0.2090909091,0.2818181818,-120,13,0.0,0.0,119.3207092,-0.08064516129032258,-0.5636363636363636,-0.28253812809324175,-0.22162081339712925,22.0,76.0,-10.16,0
291,-0.2355258196,-0.244647619,2.370967742,0.02265714286,0.2952380952,0.2095238095,0.2476190476,0.2476190476,320,11,0.0,-4.199999809,87.60405781,-0.10989010989010989,-0.3137931034482758,-0.8721674263344866,-0.10842105263157896,58.0,35.0,-10.62,1
292,-0.2133468625,-0.2527932773,1.785,0.01152941176,0.3361344538,0.2100840336,0.2352941176,0.218487395,110,5,0.0,0.0,27.99694971,-0.23378248618240516,-0.25681075561606537,1.0,1.0,113.0,0.0,-7.43,1
293,-0.1528695642,-0.39453125,1.422222222,-0.00415625,0.28125,0.171875,0.328125,0.21875,49,22,-5.800000191,-4.900000095,294.9790931,0.0,0.0,inf,0.04,15.0,25.0,-14.47,0
294,-0.1588712383,-0.3252643678,1.2,0.03525287356,0.3333333333,0.2298850575,0.1954022989,0.2413793103,663,10,0.0,-0.400000006,76.37036965,-0.10403209356088937,-0.41583333333333333,-0.425847323408299,-0.13263888888888886,40.0,36.0,-13.4,1
295,-0.1593944025,-0.2446859903,1.533333333,0.03220289855,0.3913043478,0.2173913043,0.1884057971,0.2028985507,-62,7,0.0,0.0,44.99653004,-0.06451612903225806,-0.4189189189189189,-0.7724814063556457,-0.015624999999999998,37.0,24.0,-9.68,1
296,-0.2641577522,-0.2128952381,2.1,0.02556190476,0.3333333333,0.2761904762,0.1904761905,0.2,339,22,-0.200000003,-4.0,295.4448605,-0.078125,-0.3368421052631579,-0.3801685637231681,-0.14622222222222223,38.0,45.0,-15.0,0
297,-0.2641577522,-0.2128952381,2.1,0.02556190476,0.3333333333,0.2761904762,0.1904761905,0.2,900,13,-0.6000000238,0.0,118.1398134,-0.30457947337837576,-0.20029999999999998,-0.23734885803851322,-0.2109375,60.0,32.0,-12.97,1
298,-0.2641577522,-0.2128952381,2.1,0.02556190476,0.3333333333,0.2761904762,0.1904761905,0.2,1181,21,-1.299999952,-4.099999905,270.515619,-0.2803166647826406,-0.20413533834586467,-0.16129032258064516,-0.21379310344827587,57.0,29.0,-22.44,0
299,-0.2641577522,-0.2128952381,2.1,0.02556190476,0.3333333333,0.2761904762,0.1904761905,0.2,73,9,0.0,0.0,65.941776,-0.24324077952061857,-0.22547169811320758,-0.315214775877814,-0.1480952380952381,53.0,42.0,-12.4,0
300,-0.2641577522,-0.2128952381,2.1,0.02556190476,0.3333333333,0.2761904762,0.1904761905,0.2,380,6,0.0,0.0,35.9392958,-0.2802002412516596,-0.20675087108013937,-0.315214775877814,-0.1480952380952381,56.0,42.0,-9.13,0
301,-0.2641577522,-0.2128952381,2.1,0.02556190476,0.3333333333,0.2761904762,0.1904761905,0.2,181,19,-2.099999905,0.0,229.9302657,-0.078125,-0.4266666666666667,-0.51639282539825,-0.11651785714285713,30.0,56.0,-11.47,0
302,-0.1789252124,-0.2714320988,1.829032258,0.06277777778,0.3827160494,0.1358024691,0.2222222222,0.2592592593,-32,23,0.0,0.0,323.6550004,-0.1419554093225788,-0.35326953748006373,0.0,0.0,57.0,1.0,-20.15,0
303,-0.1789252124,-0.2714320988,1.829032258,0.06277777778,0.3827160494,0.1358024691,0.2222222222,0.2592592593,173,16,0.0,0.0,169.8458639,-0.14566934403289156,-0.3628531073446327,0.0,0.0,59.0,6.0,-13.51,1
304,-0.1789252124,-0.2714320988,1.829032258,0.06277777778,0.3827160494,0.1358024691,0.2222222222,0.2592592593,69,20,-1.200000048,0.0,250.9527143,-0.1244791164702644,-0.41134751773049644,0.0,0.0,47.0,14.0,-10.33,1
305,-0.1789252124,-0.2714320988,1.829032258,0.06277777778,0.3827160494,0.1358024691,0.2222222222,0.2592592593,-63,18,0.0,0.0,208.9199094,-0.15126938764335132,-0.3573809523809524,1.0,1.0,60.0,0.0,-22.0,0
306,-0.1789252124,-0.2714320988,1.829032258,0.06277777778,0.3827160494,0.1358024691,0.2222222222,0.2592592593,-8,17,0.0,0.0,186.4279317,-0.14240733981348452,-0.3543650793650794,1.0,1.0,56.0,0.0,-15.75,1
307,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,30,20,-0.6999999881,-1.100000024,249.7548386,-0.11490683229813664,-0.31896551724137934,-0.3993126440600849,-0.19190476190476188,29.0,42.0,-17.99,0
308,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,52,9,0.0,0.0,65.60556555,-0.21428006771943747,-0.21341463414634146,-0.3993126440600849,-0.20666666666666664,41.0,39.0,-14.35,0
309,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,-59,12,0.0,0.0,103.7558044,-0.21428006771943747,-0.21341463414634146,-0.3993126440600849,-0.22388888888888886,41.0,36.0,-12.54,0
310,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,294,17,-0.6000000238,-1.0,186.589969,-0.3231438499151321,-0.18092053501180175,0.0,0.0,62.0,12.0,-16.71,0
311,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,114,15,0.0,0.0,151.6826871,-0.15384615384615385,-0.3611111111111111,-0.5519920578666726,-0.14009009009009007,18.0,54.0,-16.33,0
312,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,366,16,-0.6999999881,0.0,169.4986779,-0.17210276149651532,-0.25,-0.3993126440600849,-0.19658536585365852,34.0,41.0,-12.8,0
313,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,292,5,0.0,0.0,27.99847522,-0.21411326204804465,-0.20857142857142857,-0.3993126440600849,-0.19190476190476188,42.0,42.0,-7.76,0
314,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,-11,18,-0.6999999881,0.0,208.4248297,-0.14677999346191564,-0.2916666666666667,-0.3993126440600849,-0.19190476190476188,32.0,42.0,-17.47,0
315,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,155,13,0.0,0.0,119.5087341,-0.18820988123986732,-0.255,-0.21589483467228965,-0.3464739884393063,40.0,173.0,-13.36,0
316,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,-43,14,0.0,0.0,135.0902832,-0.16995015728551952,-0.30089285714285713,-0.21208354005061028,-0.3569341317365269,48.0,167.0,-14.42,0
317,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,443,20,-0.400000006,-3.900000095,246.5136972,-0.19427501246870246,-0.2622641509433962,-0.1929402676902416,-0.3418278145695365,53.0,151.0,-18.02,0
318,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,-65,13,0.0,0.0,117.9416249,-0.1478441868861365,-0.3302222222222222,-0.21452145182079277,-0.3503515151515151,45.0,165.0,-14.3,0
319,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,299,12,0.0,0.0,104.907315,-0.1852110101113876,-0.34043809523809526,0.0,0.0,210.0,3.0,-20.02,1
320,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,331,24,-4.599999905,-2.799999952,346.1053891,-0.07874015748031496,-0.4233333333333333,-0.21589483467228965,-0.33864406779661016,30.0,177.0,-11.06,1
321,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,21,17,-0.1000000015,0.0,188.2451453,-0.18270031058246877,-0.25505226480836235,-0.21208354005061028,-0.3569341317365269,41.0,167.0,-15.87,0
322,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,786,12,-3.599999905,0.0,102.7825578,-0.24167819932222073,-0.2958536585365854,-0.3601234188311052,-0.18506666666666668,164.0,50.0,-16.6,0
323,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,578,21,-0.1000000015,-0.400000006,272.6289598,-0.18820988123986732,-0.255,-0.21589483467228965,-0.35678571428571426,40.0,168.0,-16.03,1
324,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,18,18,-3.400000095,0.0,207.8193771,-0.20383861039929374,-0.3289468599033817,1.0,1.0,207.0,0.0,-3.86,0
325,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,-62,11,0.0,-0.5,88.90329922,-0.18820988123986732,-0.255,-0.21589483467228965,-0.3464739884393063,40.0,173.0,-13.59,0
326,-0.1193024708,-0.3785714286,1.473684211,0.01816071429,0.3392857143,0.1428571429,0.3035714286,0.2142857143,-71,24,-4.5,-0.400000006,347.2940829,inf,-0.04283870967741936,1.0,1.0,31.0,0.0,-43.35,0
327,-0.1193024708,-0.3785714286,1.473684211,0.01816071429,0.3392857143,0.1428571429,0.3035714286,0.2142857143,-13,24,-4.5,-0.400000006,347.2940829,inf,-0.04283870967741936,1.0,1.0,31.0,0.0,-43.35,0
328,-0.1500189136,-0.3415272727,1.617647059,0.01734545455,0.3090909091,0.2181818182,0.2909090909,0.1818181818,-91,22,-4.199999809,-1.299999952,295.0464261,0.3341687552213868,0.1212121212121212,inf,0.05047619047619048,11.0,21.0,-30.97,0
329,-0.1845552319,-0.2427142857,2.352,0.01835714286,0.2976190476,0.3333333333,0.1785714286,0.1904761905,-112,18,0.0,-1.600000024,207.2849658,-0.11764705882352941,-0.3148148148148148,-0.08695652173913043,-0.3108108108108108,27.0,37.0,-12.8,0
330,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,67,14,0.0,-1.0,134.0712587,-0.19520885724372256,-0.30089285714285713,1.0,1.0,64.0,0.0,-8.12,0
331,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,-132,11,0.0,0.0,90.9179905,-0.16972608415925064,-0.3636363636363637,0.0,0.0,55.0,13.0,-11.38,0
332,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,316,17,-0.200000003,0.0,188.1392816,-0.17686891898498996,-0.3913461538461539,0.0,0.0,52.0,9.0,-12.41,0
333,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,159,3,0.0,0.0,15.0,-0.19105829610096628,-0.31344086021505385,0.0,0.0,62.0,13.0,-4.72,0
334,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,492,20,-0.200000003,-1.600000024,249.3358037,-0.16972608415925064,-0.37037037037037046,0.0,0.0,54.0,4.0,-12.89,0
335,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,986,4,0.0,0.0,20.99700865,-0.19105829610096628,-0.31344086021505385,0.0,0.0,62.0,12.0,-7.65,0
336,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,171,6,0.0,0.0,35.98979655,-0.19520885724372256,-0.30089285714285713,0.0,0.0,64.0,8.0,-9.18,0
337,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,-136,13,0.0,0.0,116.8424842,-0.19520885724372256,-0.3056689342403628,0.0,0.0,63.0,3.0,-3.35,0
338,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,-136,3,0.0,0.0,14.99958872,-0.19520885724372256,-0.30089285714285713,0.0,0.0,64.0,11.0,-0.74,0
339,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,-136,4,0.0,0.0,20.9996569,0.0,0.0,-0.6988105788029816,-0.09083076923076924,9.0,65.0,-1.27,0
340,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,-131,24,-0.400000006,-1.100000024,346.8396979,0.0,0.0,inf,0.0052,9.0,45.0,-31.66,0
341,-0.2372640699,-0.248556962,1.410714286,0.02651898734,0.3544303797,0.2151898734,0.2151898734,0.2151898734,762,16,0.0,0.0,169.6293173,-0.17686891898498996,-0.3990196078431373,0.0,0.0,51.0,13.0,-10.12,0
342,-0.3192555187,-0.2002018349,1.86097561,0.03544036697,0.376146789,0.2385321101,0.1743119266,0.2110091743,-99,3,0.0,0.0,14.99983905,-0.36735556187414253,-0.18169014084507046,0.6112359033502367,0.09411764705882353,71.0,34.0,0.84,0
343,-0.3192555187,-0.2002018349,1.86097561,0.03544036697,0.376146789,0.2385321101,0.1743119266,0.2110091743,-104,2,0.0,0.0,10.0,-0.34142529203350264,-0.19977011494252878,0.30393217893217894,0.10394736842105262,87.0,19.0,4.5,0
344,-0.3192555187,-0.2002018349,1.86097561,0.03544036697,0.376146789,0.2385321101,0.1743119266,0.2110091743,307,9,0.0,0.0,65.96374586,-0.3159664025206586,-0.20079999999999998,0.0,0.0,90.0,9.0,-9.88,0
345,-0.3192555187,-0.2002018349,1.86097561,0.03544036697,0.376146789,0.2385321101,0.1743119266,0.2110091743,-140,9,0.0,0.0,65.56397825,-0.3551323954661212,-0.16872180451127824,1.0331817940513592,-0.044947735191637625,57.0,41.0,-0.34,0
346,-0.3192555187,-0.2002018349,1.86097561,0.03544036697,0.376146789,0.2385321101,0.1743119266,0.2110091743,-112,3,0.0,0.0,14.99950649,-0.3016262042637562,-0.25000000000000006,-0.7703546366363356,-0.0789375,41.0,64.0,0.23,0
347,-0.3192555187,-0.2002018349,1.86097561,0.03544036697,0.376146789,0.2385321101,0.1743119266,0.2110091743,-95,10,0.0,0.0,77.23386633,-0.30810805277389086,-0.19929166666666664,0.0,0.0,96.0,4.0,-1.39,0
348,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,513,7,0.0,0.0,42.17692386,-0.1499700322273937,-0.3405416666666667,1.0,1.0,80.0,0.0,-11.49,0
349,-0.200204908,-0.2719818182,0.7857142857,0.01782727273,0.2545454545,0.2545454545,0.2090909091,0.2818181818,8,21,0.0,-0.6000000238,271.5052533,-0.08064516129032258,-0.5636363636363636,-0.2738972118017273,-0.2585185185185185,22.0,63.0,-14.82,0
350,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,365,6,0.0,0.0,35.83798391,-0.3140521115079488,-0.1941025641025641,0.0,0.0,78.0,5.0,-8.89,0
351,-0.2838969538,-0.2438,2.142857143,0.01153333333,0.2333333333,0.2333333333,0.2555555556,0.2777777778,-74,4,0.0,0.0,20.99073988,-0.11490683229813664,-0.3557692307692308,-0.5186624026657832,-0.164271186440678,26.0,59.0,0.38,0
352,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,781,7,0.0,0.0,44.98549663,-0.1906388577732878,-0.28410256410256407,0.0,0.0,195.0,3.0,-13.46,0
353,-0.2355258196,-0.2423396226,2.65,0.02433018868,0.3018867925,0.2075471698,0.2452830189,0.2452830189,790,4,0.0,0.0,20.99652891,-0.2496066405877363,-0.213,0.2737738452024166,0.022448979591836733,80.0,21.0,-6.94,1
354,-0.2355258196,-0.2423396226,2.65,0.02433018868,0.3018867925,0.2075471698,0.2452830189,0.2452830189,455,7,0.0,0.0,44.94011475,-0.24400799695538541,-0.21638961038961038,0.2737738452024166,0.022448979591836733,77.0,21.0,-8.99,1
355,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,274,22,0.0,-3.599999905,292.8917265,-0.19648084992912576,-0.26,0.0,0.0,40.0,3.0,-21.5,1
356,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,191,8,0.0,0.0,54.9402605,inf,0.09347826086956522,inf,0.02377622377622378,23.0,33.0,-12.92,1
